gene	length	score	occurrences	# sites
TcCLB.506925.14	285	58	3	5
TcCLB.506925.140	15	66	1	17
TcCLB.506925.150	329	64	14	57
TcCLB.506925.160	636	61	1	5
TcCLB.506925.180	241	37	1	1
TcCLB.506925.190	197	51	1	15
TcCLB.506925.20	134	66	3	6
TcCLB.506925.200	482	53	1	7
TcCLB.506925.210	743	39	2	2
TcCLB.506925.220	171	47	1	2
TcCLB.506925.230	1616	56	2	6
TcCLB.506925.260	62	62	1	1
TcCLB.506925.270	86	41	1	3
TcCLB.506925.280	39	72	5	1
TcCLB.506925.290	109	32	1	2
TcCLB.506925.30	123	32	1	1
TcCLB.506925.300	366	76	33	67
TcCLB.506925.310	238	57	2	10
TcCLB.506925.319	327	67	2	6
TcCLB.506925.330	122	66	1	1
TcCLB.506925.340	78	25	2	1
TcCLB.506925.350	146	61	1	2
TcCLB.506925.360	122	51	1	5
TcCLB.506925.380	390	61	1	4
TcCLB.506925.390	82	54	1	2
TcCLB.506925.40	289	53	2	8
TcCLB.506925.400	436	55	12	7
TcCLB.506925.410	45	61	1	2
TcCLB.506925.420	81	51	1	2
TcCLB.506925.440	228	57	3	16
TcCLB.506925.450	416	51	1	2
TcCLB.506925.460	110	38	1	1
TcCLB.506925.470	100	46	1	3
TcCLB.506925.480	1019	66	2	8
TcCLB.506925.490	1091	45	2	6
TcCLB.506925.50	210	52	2	1
TcCLB.506925.500	240	59	2	6
TcCLB.506925.510	201	36	1	4
TcCLB.506925.520	554	0	2	1
TcCLB.506925.530	365	61	1	9
TcCLB.506925.60	54	66	1	4
TcCLB.506925.64	197	68	3	4
TcCLB.506925.70	192	56	2	13
TcCLB.506925.80	1253	68	3	7
TcCLB.506925.90	149	39	2	2
TcCLB.506927.10	70	65	2	1
TcCLB.506929.20	155	59	2	2
TcCLB.506929.30	446	56	1	7
TcCLB.506929.40	179	56	1	2
TcCLB.506929.50	56	58	1	2
TcCLB.506929.60	666	59	2	7
TcCLB.506931.10	526	66	7	9
TcCLB.506931.20	109	17	1	1
TcCLB.506931.4	162	50	39	15
TcCLB.506931.40	113	65	4	2
TcCLB.506931.60	1113	42	1	1
TcCLB.506931.64	226	56	1	4
TcCLB.506931.70	288	56	1	3
TcCLB.506931.80	156	41	1	14
TcCLB.506933.10	480	50	1	1
TcCLB.506933.107	75	66	2	2
TcCLB.506933.24	499	56	1	2
TcCLB.506933.40	139	61	1	6
TcCLB.506933.46	77	58	1	2
TcCLB.506933.50	978	52	1	5
TcCLB.506933.60	185	51	1	28
TcCLB.506933.70	59	58	1	7
TcCLB.506933.80	193	63	3	7
TcCLB.506933.89	86	51	1	4
TcCLB.506933.98	41	66	1	1
TcCLB.506937.10	72	66	37	17
TcCLB.506937.20	2	68	4	4
TcCLB.506937.30	53	88	44	7
TcCLB.506937.40	153	36	1	12
TcCLB.506941.100	73	41	1	2
TcCLB.506941.120	146	46	1	1
TcCLB.506941.130	76	66	1	3
TcCLB.506941.139	695	56	1	2
TcCLB.506941.150	718	51	1	2
TcCLB.506941.159	433	50	3	7
TcCLB.506941.170	802	54	4	15
TcCLB.506941.180	198	46	1	2
TcCLB.506941.194	177	28	1	1
TcCLB.506941.20	321	1	1	1
TcCLB.506941.210	21	61	1	5
TcCLB.506941.220	798	59	3	6
TcCLB.506941.229	46	46	1	1
TcCLB.506941.250	144	46	1	1
TcCLB.506941.270	120	53	2	2
TcCLB.506941.280	319	78	10	4
TcCLB.506941.30	308	53	3	3
TcCLB.506941.50	572	49	1	4
TcCLB.506941.60	386	57	2	5
TcCLB.506941.70	97	50	1	1
TcCLB.506943.10	509	66	2	4
TcCLB.506943.110	38	68	2	1
TcCLB.506943.120	111	36	1	2
TcCLB.506943.130	267	24	1	2
TcCLB.506943.150	83	51	1	1
TcCLB.506943.160	63	52	2	8
TcCLB.506943.20	22	61	1	1
TcCLB.506943.23	21	66	1	2
TcCLB.506943.27	268	47	1	2
TcCLB.506943.30	253	56	1	3
TcCLB.506943.40	615	52	2	2
TcCLB.506943.50	360	74	14	7
TcCLB.506943.60	320	53	2	2
TcCLB.506943.69	54	54	1	5
TcCLB.506943.80	171	63	2	6
TcCLB.506943.90	88	67	2	2
TcCLB.506945.10	614	46	12	3
TcCLB.506945.100	78	73	4	3
TcCLB.506945.105	185	56	1	2
TcCLB.506945.110	169	36	1	1
TcCLB.506945.120	225	48	1	4
TcCLB.506945.140	130	59	2	2
TcCLB.506945.160	244	61	8	12
TcCLB.506945.170	9	72	2	2
TcCLB.506945.180	44	66	1	3
TcCLB.506945.190	689	61	5	6
TcCLB.506945.20	371	53	1	4
TcCLB.506945.200	181	61	1	6
TcCLB.506945.210	200	57	1	7
TcCLB.506945.220	147	54	5	3
TcCLB.506945.230	94	96	53	9
TcCLB.506945.240	143	72	9	4
TcCLB.506945.250	180	58	2	5
TcCLB.506945.260	354	51	1	6
TcCLB.506945.270	483	51	1	3
TcCLB.506945.280	25	67	2	4
TcCLB.506945.290	129	67	2	9
TcCLB.506945.30	255	56	1	5
TcCLB.506945.300	136	56	1	4
TcCLB.506945.310	34	73	4	2
TcCLB.506945.320	170	71	96	7
TcCLB.506945.330	998	56	1	10
TcCLB.506945.340	80	54	5	6
TcCLB.506945.40	311	36	1	7
TcCLB.506945.50	124	41	1	1
TcCLB.506945.70	1359	68	37	24
TcCLB.506945.80	109	67	2	2
TcCLB.506945.90	33	31	1	1
TcCLB.506947.10	11	61	10	4
TcCLB.506947.100	165	56	1	6
TcCLB.506947.20	33	51	1	2
TcCLB.506947.30	22	53	2	6
TcCLB.506947.40	214	44	2	4
TcCLB.506947.50	149	48	5	5
TcCLB.506947.60	60	66	2	2
TcCLB.506947.80	75	38	1	1
TcCLB.506947.90	130	43	1	5
TcCLB.506949.10	532	45	2	1
TcCLB.506949.20	118	56	1	1
TcCLB.506949.30	1389	19	1	1
TcCLB.506949.50	60	77	11	39
TcCLB.506951.10	217	31	1	1
TcCLB.506951.30	112	36	1	1
TcCLB.506951.50	393	22	1	1
TcCLB.506951.60	530	51	1	2
TcCLB.506951.70	1779	28	1	1
TcCLB.506951.80	1027	36	1	2
TcCLB.506953.20	1010	39	2	1
TcCLB.506953.45	89	44	2	4
TcCLB.506961.160	301	59	2	5
TcCLB.506961.20	162	60	3	4
TcCLB.506961.25	529	63	4	1
TcCLB.506961.30	1366	51	1	2
TcCLB.506961.40	376	61	1	2
TcCLB.506961.50	644	56	1	3
TcCLB.506961.70	2514	31	1	1
TcCLB.506961.90	297	57	2	1
TcCLB.506963.110	143	41	1	1
TcCLB.506963.14	167	56	3	4
TcCLB.506963.20	184	74	13	3
TcCLB.506963.30	111	61	1	1
TcCLB.506963.40	200	46	1	1
TcCLB.506963.60	36	59	1	3
TcCLB.506963.70	215	47	5	18
TcCLB.506963.80	398	49	2	5
TcCLB.506963.90	149	67	2	1
TcCLB.506965.140	373	62	2	2
TcCLB.506965.170	45	41	1	1
TcCLB.506965.60	54	41	1	2
TcCLB.506965.70	2981	18	2	1
TcCLB.506967.13	872	27	1	2
TcCLB.506967.34	604	46	1	1
TcCLB.506967.40	310	56	1	1
TcCLB.506967.50	374	61	2	1
TcCLB.506969.10	257	56	1	1
TcCLB.506971.70	307	48	1	1
TcCLB.506973.10	651	41	1	2
TcCLB.506973.105	1084	52	2	2
TcCLB.506973.14	242	67	2	1
TcCLB.506973.20	373	46	1	2
TcCLB.506973.30	350	57	2	1
TcCLB.506973.5	1088	36	1	2
TcCLB.506973.90	367	37	1	2
TcCLB.506979.10	287	51	1	7
TcCLB.506979.20	41	53	1	3
TcCLB.506979.40	682	66	2	19
TcCLB.506979.50	825	67	2	19
TcCLB.507009.10	40	11	1	3
TcCLB.507009.100	72	56	1	1
TcCLB.507009.110	29	66	1	2
TcCLB.507009.120	6	61	1	2
TcCLB.507009.20	267	38	1	1
TcCLB.507009.30	715	48	3	3
TcCLB.507009.40	666	61	1	8
TcCLB.507009.50	583	67	4	2
TcCLB.507009.60	45	41	1	1
TcCLB.507009.70	572	61	1	4
TcCLB.507009.80	89	71	2	1
TcCLB.507009.90	1483	64	5	8
TcCLB.507011.10	78	46	1	7
TcCLB.507011.100	50	66	1	4
TcCLB.507011.110	31	54	1	1
TcCLB.507011.120	69	72	3	2
TcCLB.507011.130	151	48	1	2
TcCLB.507011.140	57	66	2	1
TcCLB.507011.150	102	52	7	3
TcCLB.507011.160	79	42	1	1
TcCLB.507011.170	172	61	1	7
TcCLB.507011.180	163	51	1	1
TcCLB.507011.20	287	57	1	4
TcCLB.507011.210	14	72	3	3
TcCLB.507011.250	116	56	1	2
TcCLB.507011.260	170	61	1	3
TcCLB.507011.30	368	41	1	1
TcCLB.507011.50	825	67	2	9
TcCLB.507011.60	269	63	3	4
TcCLB.507011.70	71	66	1	1
TcCLB.507011.80	11	46	1	1
TcCLB.507011.90	118	48	5	1
TcCLB.507013.10	212	56	1	3
TcCLB.507013.20	140	57	1	2
TcCLB.507013.24	67	61	1	3
TcCLB.507035.110	2030	57	2	8
TcCLB.507035.120	114	18	1	1
TcCLB.507035.30	2108	61	1	2
TcCLB.507035.70	857	56	1	2
TcCLB.507035.80	628	56	1	4
TcCLB.507037.10	185	54	1	3
TcCLB.507037.20	338	39	1	3
TcCLB.507037.40	700	61	1	8
TcCLB.507037.50	95	41	1	2
TcCLB.507037.60	546	57	2	19
TcCLB.507037.70	401	62	2	6
TcCLB.507037.80	266	55	2	1
TcCLB.507039.10	588	73	10	49
TcCLB.507039.20	317	58	2	2
TcCLB.507039.30	710	64	3	1
TcCLB.507039.41	294	56	1	2
TcCLB.507041.10	402	48	3	7
TcCLB.507041.100	864	61	1	1
TcCLB.507041.30	168	55	2	5
TcCLB.507041.40	325	43	1	2
TcCLB.507041.50	25	66	1	3
TcCLB.507041.71	285	56	1	2
TcCLB.507041.76	28	68	2	1
TcCLB.507041.80	543	66	3	3
TcCLB.507041.90	112	56	1	3
TcCLB.507047.110	156	53	1	6
TcCLB.507047.120	94	44	2	4
TcCLB.507047.130	210	27	1	2
TcCLB.507047.134	108	61	1	2
TcCLB.507047.140	276	23	2	2
TcCLB.507047.150	483	56	1	6
TcCLB.507047.160	170	41	1	1
TcCLB.507047.180	75	66	1	4
TcCLB.507047.50	276	36	1	5
TcCLB.507047.60	292	11	1	1
TcCLB.507047.70	39	63	2	2
TcCLB.507047.80	296	51	1	3
TcCLB.507075.30	1698	38	1	1
TcCLB.507077.20	97	58	3	5
TcCLB.507077.40	322	55	2	4
TcCLB.507077.50	644	67	4	9
TcCLB.507077.60	1423	49	2	2
TcCLB.507079.20	498	62	2	2
TcCLB.507083.10	243	59	2	5
TcCLB.507083.100	462	64	6	2
TcCLB.507083.20	377	57	3	3
TcCLB.507083.30	318	58	3	9
TcCLB.507083.40	446	46	1	3
TcCLB.507083.50	174	51	3	5
TcCLB.507083.60	138	46	1	1
TcCLB.507083.70	205	61	1	3
TcCLB.507083.80	149	51	4	2
TcCLB.507089.100	10	71	2	4
TcCLB.507089.110	288	44	1	6
TcCLB.507089.120	11	52	1	1
TcCLB.507089.130	174	56	1	2
TcCLB.507089.140	56	51	1	3
TcCLB.507089.154	484	51	1	1
TcCLB.507089.170	212	53	2	24
TcCLB.507089.180	6	59	1	4
TcCLB.507089.190	84	67	2	1
TcCLB.507089.210	389	69	5	9
TcCLB.507089.220	431	56	1	1
TcCLB.507089.230	466	63	2	3
TcCLB.507089.260	1755	54	5	10
TcCLB.507089.270	878	61	5	24
TcCLB.507089.280	293	16	1	1
TcCLB.507089.40	37	46	7	1
TcCLB.507089.50	60	47	2	2
TcCLB.507089.60	767	64	7	21
TcCLB.507089.70	42	72	3	1
TcCLB.507089.80	92	51	1	1
TcCLB.507089.90	14	54	1	7
TcCLB.507091.10	256	56	3	3
TcCLB.507091.150	18	51	1	4
TcCLB.507091.30	194	61	1	2
TcCLB.507091.40	547	61	1	2
TcCLB.507091.50	643	56	1	8
TcCLB.507091.60	537	37	1	1
TcCLB.507091.80	1059	36	1	2
TcCLB.507093.100	435	26	1	1
TcCLB.507093.120	687	67	6	7
TcCLB.507093.130	359	56	1	4
TcCLB.507093.140	196	51	1	3
TcCLB.507093.150	198	56	1	4
TcCLB.507093.160	480	42	1	3
TcCLB.507093.184	166	58	3	4
TcCLB.507093.190	35	61	1	3
TcCLB.507093.20	107	51	1	5
TcCLB.507093.200	432	39	1	3
TcCLB.507093.210	556	39	1	2
TcCLB.507093.220	1129	60	25	49
TcCLB.507093.229	2524	83	78	52
TcCLB.507093.240	175	58	4	7
TcCLB.507093.250	1229	59	4	13
TcCLB.507093.260	575	58	2	16
TcCLB.507093.270	119	38	2	3
TcCLB.507093.280	137	38	3	1
TcCLB.507093.30	112	68	2	1
TcCLB.507093.300	422	41	4	25
TcCLB.507093.310	29	46	1	3
TcCLB.507093.320	130	61	1	3
TcCLB.507093.339	94	60	3	4
TcCLB.507093.40	85	62	1	4
TcCLB.507093.44	94	73	18	2
TcCLB.507093.50	132	66	2	2
TcCLB.507093.60	341	58	4	4
TcCLB.507093.63	735	59	1	5
TcCLB.507093.66	28	51	1	2
TcCLB.507093.69	183	60	5	5
TcCLB.507093.72	108	55	2	2
TcCLB.507093.90	1147	61	1	4
TcCLB.507099.10	81	51	1	2
TcCLB.507099.100	381	48	1	3
TcCLB.507099.110	229	56	1	21
TcCLB.507099.120	133	64	1	3
TcCLB.507099.130	12	61	1	2
TcCLB.507099.140	14	52	5	3
TcCLB.507099.20	28	63	1	3
TcCLB.507099.30	403	71	9	5
TcCLB.507099.40	252	56	2	3
TcCLB.507099.50	222	62	2	6
TcCLB.507099.60	877	17	3	3
TcCLB.507099.70	67	66	1	3
TcCLB.507099.80	2286	17	2	3
TcCLB.507099.90	88	61	1	1
TcCLB.507101.10	1569	55	1	6
TcCLB.507101.20	304	66	2	6
TcCLB.507105.10	390	61	1	6
TcCLB.507105.100	656	41	1	1
TcCLB.507105.20	133	46	1	1
TcCLB.507105.30	167	57	1	5
TcCLB.507105.40	69	80	17	13
TcCLB.507105.50	305	80	19	18
TcCLB.507105.60	335	61	1	5
TcCLB.507105.70	594	51	1	2
TcCLB.507107.30	474	52	2	3
TcCLB.507107.40	199	54	29	32
TcCLB.507121.20	1671	56	1	1
TcCLB.507129.10	34	43	1	1
TcCLB.507129.19	65	66	1	3
TcCLB.507129.30	583	65	2	6
TcCLB.507133.10	549	58	1	3
TcCLB.507143.10	372	53	12	7
TcCLB.507143.20	362	13	4	2
TcCLB.507143.30	327	36	1	1
TcCLB.507143.40	361	59	5	1
TcCLB.507143.50	339	67	3	2
TcCLB.507143.70	137	42	1	1
TcCLB.507143.80	803	63	6	2
TcCLB.507143.90	2902	21	1	2
TcCLB.507145.31	1791	28	1	1
TcCLB.507145.60	152	54	2	1
TcCLB.507145.70	114	57	2	3
TcCLB.507163.30	860	52	2	1
TcCLB.507163.70	551	56	1	1
TcCLB.507163.75	798	41	1	2
TcCLB.507163.80	84	66	1	2
TcCLB.507163.90	53	41	1	2
TcCLB.507165.10	101	51	1	1
TcCLB.507165.20	244	66	27	14
TcCLB.507165.30	181	68	28	17
TcCLB.507165.40	168	67	2	5
TcCLB.507165.50	91	58	5	11
TcCLB.507211.10	636	1	1	1
TcCLB.507211.20	841	57	2	7
TcCLB.507211.30	260	57	1	3
TcCLB.507211.40	810	46	1	12
TcCLB.507213.10	167	61	1	3
TcCLB.507213.60	7	44	1	1
TcCLB.507229.20	1598	61	1	1
TcCLB.507229.25	1592	56	1	4
TcCLB.507237.190	369	61	1	1
TcCLB.507237.20	786	37	1	3
TcCLB.507237.270	2909	47	1	1
TcCLB.507237.280	304	36	2	1
TcCLB.507237.356	341	29	2	1
TcCLB.507237.70	303	51	1	1
TcCLB.507257.10	147	54	1	1
TcCLB.507257.100	122	61	1	2
TcCLB.507257.110	139	52	1	1
TcCLB.507257.120	86	51	1	1
TcCLB.507257.130	348	61	1	3
TcCLB.507257.140	70	55	4	2
TcCLB.507257.150	264	59	3	7
TcCLB.507257.160	258	67	2	4
TcCLB.507257.170	51	61	1	2
TcCLB.507257.180	665	41	1	3
TcCLB.507257.20	33	62	1	2
TcCLB.507257.30	36	69	3	2
TcCLB.507257.40	167	67	2	2
TcCLB.507257.50	91	68	3	6
TcCLB.507257.60	208	59	49	1
TcCLB.507257.70	149	49	1	1
TcCLB.507257.80	838	11	1	1
TcCLB.507257.90	147	41	1	1
TcCLB.507275.10	433	45	6	4
TcCLB.507275.20	880	66	3	7
TcCLB.507275.24	186	46	1	3
TcCLB.507275.30	360	18	2	3
TcCLB.507275.40	1180	56	1	22
TcCLB.507275.50	86	67	2	4
TcCLB.507275.61	403	55	2	5
TcCLB.507277.10	229	61	1	3
TcCLB.507277.20	1326	39	2	1
TcCLB.507277.30	521	56	1	4
TcCLB.507283.10	1743	22	2	2
TcCLB.507389.10	312	61	7	2
TcCLB.507389.20	232	55	2	5
TcCLB.507389.30	906	53	1	1
TcCLB.507389.50	70	68	2	3
TcCLB.507389.70	88	57	1	2
TcCLB.507395.10	311	55	6	1
TcCLB.507395.30	204	56	1	2
TcCLB.507429.65	837	16	1	1
TcCLB.507429.70	398	61	1	2
TcCLB.507445.30	251	28	1	1
TcCLB.507445.50	1153	61	1	4
TcCLB.507447.10	93	63	2	4
TcCLB.507467.100	30	58	1	2
TcCLB.507467.104	494	47	1	2
TcCLB.507467.110	206	52	2	2
TcCLB.507467.119	98	36	1	1
TcCLB.507467.20	649	49	10	38
TcCLB.507467.30	77	66	1	20
TcCLB.507467.40	2152	58	4	12
TcCLB.507467.50	41	51	1	1
TcCLB.507467.70	190	61	2	2
TcCLB.507467.90	81	46	1	2
TcCLB.507467.94	65	66	1	3
TcCLB.507475.30	51	68	2	2
TcCLB.507477.5	1794	51	1	2
TcCLB.507479.20	2401	38	2	1
TcCLB.507479.51	340	42	1	3
TcCLB.507479.70	1120	37	1	2
TcCLB.507483.30	968	72	23	30
TcCLB.507483.39	474	63	10	7
TcCLB.507483.50	1059	79	14	13
TcCLB.507483.60	371	31	1	2
TcCLB.507485.100	1044	51	2	2
TcCLB.507485.110	285	66	2	3
TcCLB.507485.20	93	57	1	1
TcCLB.507485.40	133	62	2	6
TcCLB.507485.45	290	66	2	1
TcCLB.507485.50	923	61	1	9
TcCLB.507485.60	239	61	2	3
TcCLB.507485.70	282	56	1	5
TcCLB.507485.80	267	49	2	3
TcCLB.507485.90	289	68	4	2
TcCLB.507507.10	740	40	1	3
TcCLB.507507.20	394	69	5	1
TcCLB.507509.10	859	36	1	2
TcCLB.507509.20	306	42	1	3
TcCLB.507509.30	543	67	3	7
TcCLB.507509.40	1057	70	7	14
TcCLB.507509.50	201	61	1	2
TcCLB.507509.60	200	47	1	2
TcCLB.507509.70	157	61	1	1
TcCLB.507509.80	246	46	1	2
TcCLB.507511.10	240	58	4	8
TcCLB.507511.20	88	41	2	3
TcCLB.507511.30	162	56	1	1
TcCLB.507511.40	109	61	1	3
TcCLB.507511.50	144	45	5	2
TcCLB.507511.81	963	29	2	1
TcCLB.507521.10	82	51	1	10
TcCLB.507521.100	42	28	1	1
TcCLB.507521.110	563	37	1	1
TcCLB.507521.115	9	58	1	1
TcCLB.507521.120	6	61	1	5
TcCLB.507521.130	70	32	1	1
TcCLB.507521.140	507	52	1	5
TcCLB.507521.150	1157	67	2	4
TcCLB.507521.20	37	57	1	1
TcCLB.507521.30	128	68	2	2
TcCLB.507521.44	95	67	3	3
TcCLB.507521.50	225	66	5	9
TcCLB.507521.70	76	36	1	2
TcCLB.507521.80	481	29	9	2
TcCLB.507521.90	72	1	1	1
TcCLB.507527.10	94	47	1	1
TcCLB.507527.20	157	53	1	2
TcCLB.507527.35	27	61	1	1
TcCLB.507527.40	516	63	3	5
TcCLB.507529.10	280	67	2	4
TcCLB.507529.20	833	39	1	2
TcCLB.507529.30	290	41	1	1
TcCLB.507529.40	52	64	2	1
TcCLB.507529.45	165	56	1	4
TcCLB.507529.50	573	68	4	5
TcCLB.507531.10	91	51	1	4
TcCLB.507533.21	98	88	41	22
TcCLB.507537.30	60	48	1	2
TcCLB.507537.40	582	20	5	2
TcCLB.507547.18	1861	68	5	3
TcCLB.507547.30	92	57	1	8
TcCLB.507547.40	402	61	4	3
TcCLB.507547.50	49	45	1	2
TcCLB.507547.59	237	46	1	2
TcCLB.507547.70	446	57	2	7
TcCLB.507547.90	379	70	11	11
TcCLB.507553.30	898	6	1	1
TcCLB.507555.50	493	47	2	3
TcCLB.507555.70	707	46	3	8
TcCLB.507555.80	50	42	1	1
TcCLB.507559.10	665	62	3	4
TcCLB.507559.100	169	42	2	2
TcCLB.507559.110	597	71	20	2
TcCLB.507559.20	215	45	2	4
TcCLB.507559.30	21	69	3	1
TcCLB.507559.40	170	51	1	2
TcCLB.507559.60	807	61	1	15
TcCLB.507559.70	224	46	1	3
TcCLB.507559.80	297	62	3	7
TcCLB.507559.90	26	66	1	7
TcCLB.507585.10	1390	74	23	21
TcCLB.507585.20	643	57	2	4
TcCLB.507603.100	269	61	1	7
TcCLB.507603.110	345	56	1	2
TcCLB.507603.120	51	34	1	2
TcCLB.507603.130	25	45	1	4
TcCLB.507603.140	559	52	2	8
TcCLB.507603.160	217	61	1	2
TcCLB.507603.180	517	56	1	1
TcCLB.507603.190	52	40	16	2
TcCLB.507603.20	73	47	1	3
TcCLB.507603.200	315	61	1	4
TcCLB.507603.220	988	36	1	2
TcCLB.507603.230	216	59	5	2
TcCLB.507603.240	120	43	2	1
TcCLB.507603.250	577	57	1	5
TcCLB.507603.260	214	72	11	8
TcCLB.507603.30	57	65	2	2
TcCLB.507603.40	214	61	2	4
TcCLB.507603.50	168	48	1	1
TcCLB.507603.54	95	42	1	2
TcCLB.507603.60	731	62	2	8
TcCLB.507603.70	207	61	2	2
TcCLB.507603.80	194	67	3	7
TcCLB.507603.90	294	54	2	2
TcCLB.507611.10	414	69	6	8
TcCLB.507611.170	277	31	1	3
TcCLB.507611.180	2680	18	1	1
TcCLB.507611.270	295	58	2	2
TcCLB.507611.280	106	72	15	5
TcCLB.507611.290	43	56	1	3
TcCLB.507611.30	215	56	1	2
TcCLB.507611.300	519	61	1	8
TcCLB.507611.310	137	74	4	7
TcCLB.507611.320	31	66	1	2
TcCLB.507611.330	42	68	4	2
TcCLB.507611.340	143	43	1	2
TcCLB.507611.370	302	60	4	4
TcCLB.507611.380	217	42	11	3
TcCLB.507611.389	11	62	2	1
TcCLB.507611.40	82	66	1	1
TcCLB.507611.50	722	61	1	3
TcCLB.507611.70	2651	44	1	3
TcCLB.507625.10	419	65	9	13
TcCLB.507625.110	122	61	1	5
TcCLB.507625.130	71	14	1	1
TcCLB.507625.140	347	46	1	1
TcCLB.507625.150	325	51	1	9
TcCLB.507625.160	82	49	1	1
TcCLB.507625.170	45	60	20	14
TcCLB.507625.183	325	57	1	4
TcCLB.507625.186	107	38	3	2
TcCLB.507625.200	1150	58	3	15
TcCLB.507625.60	1208	36	1	3
TcCLB.507625.70	76	70	10	10
TcCLB.507625.80	287	35	3	2
TcCLB.507625.90	452	59	4	3
TcCLB.507625.99	268	56	1	3
TcCLB.507627.20	727	61	1	1
TcCLB.507629.10	245	56	1	1
TcCLB.507629.20	118	59	2	6
TcCLB.507629.30	269	61	1	3
TcCLB.507631.15	1712	51	1	2
TcCLB.507631.20	1076	67	3	2
TcCLB.507639.110	375	51	1	2
TcCLB.507639.20	2901	67	2	25
TcCLB.507639.30	339	72	11	17
TcCLB.507639.40	211	61	1	9
TcCLB.507639.50	111	59	1	2
TcCLB.507639.60	188	48	1	1
TcCLB.507639.70	129	65	2	2
TcCLB.507639.90	980	21	1	3
TcCLB.507641.100	103	53	2	2
TcCLB.507641.104	664	9	2	1
TcCLB.507641.110	154	61	1	1
TcCLB.507641.120	90	53	1	7
TcCLB.507641.130	312	62	5	2
TcCLB.507641.140	303	62	4	7
TcCLB.507641.150	121	68	5	2
TcCLB.507641.160	172	49	2	1
TcCLB.507641.170	181	61	10	3
TcCLB.507641.180	158	54	1	2
TcCLB.507641.190	259	52	2	2
TcCLB.507641.200	167	56	1	3
TcCLB.507641.210	156	28	1	1
TcCLB.507641.230	63	64	2	1
TcCLB.507641.233	135	75	29	15
TcCLB.507641.236	776	67	2	3
TcCLB.507641.239	113	41	1	3
TcCLB.507641.240	226	21	1	2
TcCLB.507641.250	755	42	7	4
TcCLB.507641.260	159	54	1	1
TcCLB.507641.290	252	86	25	7
TcCLB.507641.30	25	65	2	5
TcCLB.507641.40	104	59	3	2
TcCLB.507641.50	810	61	2	6
TcCLB.507641.60	223	63	2	3
TcCLB.507641.64	258	53	4	6
TcCLB.507641.70	86	51	1	2
TcCLB.507641.80	103	56	1	2
TcCLB.507641.90	51	42	5	2
TcCLB.507667.20	214	66	3	9
TcCLB.507669.10	294	41	1	5
TcCLB.507669.100	97	68	3	7
TcCLB.507669.104	293	61	1	4
TcCLB.507669.110	67	60	9	4
TcCLB.507669.120	19	72	2	2
TcCLB.507669.130	64	66	1	4
TcCLB.507669.139	137	68	3	2
TcCLB.507669.14	243	67	3	4
TcCLB.507669.150	261	51	1	2
TcCLB.507669.160	258	68	3	8
TcCLB.507669.170	474	56	1	7
TcCLB.507669.180	136	70	6	4
TcCLB.507669.190	282	48	2	4
TcCLB.507669.20	322	65	4	7
TcCLB.507669.200	97	67	4	2
TcCLB.507669.210	8	53	1	1
TcCLB.507669.220	212	71	7	7
TcCLB.507669.230	438	56	1	7
TcCLB.507669.239	109	51	1	2
TcCLB.507669.50	210	56	1	1
TcCLB.507669.60	1180	63	3	11
TcCLB.507669.70	102	48	2	13
TcCLB.507669.80	425	63	8	8
TcCLB.507669.84	670	56	1	4
TcCLB.507669.90	135	56	1	6
TcCLB.507671.20	43	72	3	2
TcCLB.507671.30	25	64	31	14
TcCLB.507673.10	889	52	1	6
TcCLB.507673.20	179	65	9	16
TcCLB.507673.30	196	63	3	2
TcCLB.507673.40	53	36	1	1
TcCLB.507673.50	102	59	2	1
TcCLB.507677.10	60	26	2	1
TcCLB.507677.100	80	66	1	2
TcCLB.507677.129	77	68	2	4
TcCLB.507677.150	83	53	2	11
TcCLB.507677.160	547	56	1	5
TcCLB.507677.20	21	73	3	2
TcCLB.507677.39	107	87	28	7
TcCLB.507677.50	252	62	3	6
TcCLB.507677.60	203	20	1	1
TcCLB.507677.70	155	61	1	5
TcCLB.507677.80	1256	47	1	1
TcCLB.507677.90	678	61	1	6
TcCLB.507683.30	284	62	2	3
TcCLB.507683.34	233	47	10	7
TcCLB.507683.40	1172	52	2	1
TcCLB.507689.20	1279	12	1	1
TcCLB.507689.25	600	46	1	3
TcCLB.507689.30	260	55	5	12
TcCLB.507689.40	269	62	128	8
TcCLB.507689.50	89	67	2	8
TcCLB.507699.120	401	72	24	5
TcCLB.507699.130	421	55	2	3
TcCLB.507699.170	592	48	1	1
TcCLB.507699.180	1151	57	1	1
TcCLB.507699.200	392	46	1	2
TcCLB.507699.210	2481	56	1	1
TcCLB.507699.90	351	46	1	2
TcCLB.507701.10	402	62	2	1
TcCLB.507707.20	524	46	1	2
TcCLB.507709.10	43	66	1	5
TcCLB.507709.100	152	61	1	4
TcCLB.507709.120	357	43	1	6
TcCLB.507709.130	423	54	10	16
TcCLB.507709.140	12	48	1	1
TcCLB.507709.20	4	56	1	4
TcCLB.507709.30	90	59	2	2
TcCLB.507709.44	56	21	1	1
TcCLB.507709.50	114	67	3	12
TcCLB.507709.60	528	48	1	9
TcCLB.507709.70	212	46	1	1
TcCLB.507709.80	311	52	1	5
TcCLB.507709.90	2423	53	14	18
TcCLB.507711.10	97	47	2	3
TcCLB.507711.100	819	5	1	1
TcCLB.507711.120	1656	66	2	16
TcCLB.507711.130	219	61	1	1
TcCLB.507711.150	121	62	2	1
